entry,database,title,abstract,author_keywords,authors,authors_affiliations,publication_year,source_title,publisher,url,doi,query_date,processing_date
,wos,Batch-based agile program management approach for coordinating IT multi-project concurrent development,"Software development projects have undergone remarkable changes with the arrival of agile development approaches. Many firms are facing a need to use these approaches to manage entities consisting of multiple projects (i.e. programs) simultaneously and efficiently. New technologies such as big data provide a huge power and rich demand for the IT application system of the commercial bank which has the characteristics of multiple sub-projects, strong inter-project correlation, and numerous project participating teams. Hence, taking the IT program management of a bank in China as a case, we explore the methods to solve the problems in multi-project concurrent development practice through integrating the ideas of program and batch management. First, to coordinate the multi-project development process, this paper presents the batch-based agile program management approach that synthesizes concurrent engineering with agile methods. And we compare the application of batch management between software development projects and manufacturing process. Further, we analyze the concurrent multi-project development practice in the batch-based agile program management, including the overlapping between stages, individual project's activities, and multiple projects based on common resources and environment to stimulate the knowledge transfer. Third, to facilitate the communication and coordination of batch-based program management, we present the double-level responsibility organizational structure of batch management.",software development project; program management; batch management; coordination; multi-project management; banking industry,"Yang, Q; Bi, YX; Wang, QR; Yao, T",University of Science & Technology Beijing,2021.0,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,SAGE PUBLICATIONS LTD,,10.1177/1063293X211015236,20230520-160000,20230521-044735
,wos,What Are the Critical Success Factors for Agile Analytics Projects?,"To get value from BI (Business Intelligence) and Big Data initiatives, organizations need to develop the capability to successfully execute their analytics projects. Via updating Chow and Cao's list of 12 success factors for agile projects, 43 attributes of these potential critical success factors (CSFs) were identified. Data from four case studies of analytics projects suggest that the critical success factors for analytics projects may be Strong Customer Involvement and a Methodical Project Definition Process.",Analytics projects; agile projects; agile project management; project success factors,"Tsoy, M; Staples, DS",Queens University - Canada,2021.0,INFORMATION SYSTEMS MANAGEMENT,TAYLOR & FRANCIS INC,,10.1080/10580530.2020.1818899,20230520-160000,20230521-044735
,wos,Discover the Digital Technology Application in Fashion Business Models,"In the last few decades, there has been a surge of interest in the development of fashion business models to assist fashion companies in reducing cost and to efficiently manage the business processes. These business models are developed to manage the internal operations within the company through adopting complex formulae and algorithms to reduce waste at each procedure. However in today's fashion business market, global sourcing and global corporation are much more important than before. The relationship between the fashion company and its suppliers, the relationship between the fashion company and its customers, and the management of these relationships: all of them are critical components of an effective business strategy. The competition between fashion companies is no longer on a company level but instead is subjected to supply chain versus supply chain. Trying to take the massive information into consideration by using traditional digital technology is not a wise decision when developing business strategy. On further thinking, the information flow through the supply chain has the same characteristics 5Vs as big data: Volume, Velocity, Variety, Value and Veracity. In other words, the management of information flow in supply chain is the management of big data. There is no doubt that digital technology under the big data environment will fundamentally change the whole supply chain. The first objective of this paper is to identify the key weakness of lean and agile logistic supply chain models in literature. The second objective is to point out the technological challenges in developing Tomorrow's models to build an agile response with a lean platform: How to set up virtual networks from the early designing stage to the last consuming and feedback stage? How to set up the information standardization and synchronisation process in the system? How to specify the consumer requirements in fitting effects and functional performance of garments? The last objective is to discover the digital technology under big data environment which will enable the information to efficiently flow through the whole supply chain.",Business Model; Supply Chain Logistic; Big Data; Information Flow Management; Digital Technology,"Liu, ZC; Li, Y; Wang, YY",N8 Research Partnership; RLUK- Research Libraries UK; University of Manchester,2018.0,"TEXTILE BIOENGINEERING AND INFORMATICS SYMPOSIUM (TBIS) PROCEEDINGS, 2018",TEXTILE BIOENGINEERING & INFORMATICS SOCIETY LTD,,,20230520-160000,20230521-044735
,wos,Guest Editorial Special Issue on Big Data and Computational Intelligence for Agile Wireless IoT,,,"Wu, CLMG; Jin, YC; Li, J; Yau, KLA; Qadir, J",University of Electro-Communications - Japan; University of Surrey; Shanghai Jiao Tong University; Sunway University,2020.0,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,,10.1109/TETCI.2020.2990757,20230520-160000,20230521-044735
,wos,Agile Lossless Compression Algorithm for Big Data of Solar Energy Harvesting Wireless Sensor Network,"Time series data are collected through most of the applications that permeate our lives today. Internet of Things (IoT) sensor data are generated through smart applications and stored in databases. Time series databases require huge storage spaces, as over time they consume a large amount of memory. In this paper, we propose an enhanced compression algorithm for time series data generated by IoT systems that monitor the production of electrical energy by solar panels. The best way to ensure that solar energy systems have high efficiency is to continuously monitor all electrical and environmental factors. However, this requires the collection of enormous quantities of data that can be used to detect defects in the generation of electric energy or in solar panels. As the data must be available for analysis, a lossless compression algorithm is needed. In addition, the compressed data must be in a format that can be queried to perform analysis operations dependent on speed; this means that the decompression of data should not be time-consuming. Our results showed the high speed of the compression process along with good compression rate (16.6%) after applying the proposed compression algorithm.",lossless compression algorithm; solar energy; compressed time series data; wireless sensor network,"El-Hageen, HM; Albalawi, H; Alatwi, AM; Abd Elrahman, WR; Faqeh, STM",University of Tabuk; University of Tabuk; Egyptian Knowledge Bank (EKB); Egyptian Atomic Energy Authority (EAEA); University of Tabuk; University of Tabuk,2022.0,SENSORS AND MATERIALS,"MYU, SCIENTIFIC PUBLISHING DIVISION",,10.18494/SAM4106,20230520-160000,20230521-044735
,wos,Smart hospitality-Interconnectivity and interoperability towards an ecosystem,"The Internet and cloud computing changed the way business operate. Standardised web-based applications simplify data interchange which allow internal applications and business partners systems to become interconnected and interoperable. This study conceptualises the smart and agile hospitality enterprises of the future, and proposes a smart hospitality ecosystem that adds value to all stakeholders. Internal data from applications among all stakeholders, consolidated with external environment context form the hospitality big data on the cloud that enables members to use business intelligence analysis to generate scenarios that enhance revenue management performance. By connecting to smart tourism network, sensors and content extractors can assist to collect external information, and beacons to deliver context-based promotion messages and add value. The proposed model enables fully integrated applications, using big data to enhance hospitality decision making as well as strengthen competitiveness and improve strategies performance.",Smart hospitality; Interconnectivity and interoperability; Hospitality ecosystem; ICT; Big data; Sensor and beacon,"Buhalis, D; Leung, R",Bournemouth University; I Shou University,2018.0,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,ELSEVIER SCI LTD,,10.1016/j.ijhm.2017.11.011,20230520-160000,20230521-044735
,wos,Discovering and merging related analytic datasets,"The production of analytic datasets is a significant big data trend and has gone well beyond the scope of traditional IT-governed dataset development. Analytic datasets are now created by data scientists and data analysts using big data frameworks and agile data preparation tools. However, despite the profusion of available datasets, it remains quite difficult for a data analyst to start from a dataset at hand and customize it with additional attributes coming from other existing datasets. This article describes a model and algorithms that exploit automatically extracted and user-defined semantic relationships for extending analytic datasets with new atomic or aggregated attribute values. Our framework is implemented as a REST service in SAP HANA and includes a careful theoretical analysis and practical solutions for several complex data quality issues. (C) 2020 Elsevier Ltd. All rights reserved.",Schema augmentation; Schema complement; Data quality; SAP HANA,"Liu, RT; Simon, E; Amann, B; Gancarski, S",Centre National de la Recherche Scientifique (CNRS); UDICE-French Research Universities; Sorbonne Universite,2020.0,INFORMATION SYSTEMS,PERGAMON-ELSEVIER SCIENCE LTD,,10.1016/j.is.2020.101495,20230520-160000,20230521-044735
,wos,Unlocking the Potential of NextGen Multi-Model Databases for Semantic Big Data Projects,"A new vision in semantic big data processing is to create enterprise data hubs, with a 360 degrees view on all data that matters to a corporation. As we discuss in this paper, a new generation of multi-model database systems seems a promising architectural choice for building such scalable, non-native triple stores. In this paper, we first characterize this new generation of multi-model databases. Then, discussing an example scenario, we show how they allow for agile and flexible schema management, spanning a large design space for creative and incremental data modelling. We identify the challenge of generating sound triple-views from data stored in several, interlinked models, for SPARQL querying. We regard this as one of several appealing research challenges where the semantic big data and the database architecture community may join forces.",Semantic data management; schema evolution; multi-model DBMS,"Holubova, I; Scherzinger, S",Charles University Prague,2019.0,PROCEEDINGS OF THE INTERNATIONAL WORKSHOP ON SEMANTIC BIG DATA (SBD 2019),ASSOC COMPUTING MACHINERY,,10.1145/3323878.3325807,20230520-160000,20230521-044735
,wos,"Towards DesignOps Design Development, Delivery and Operations for the AECO Industry","The overwhelming success of companies build on top of cloud computing technologies has been driven by their ability to create systems for processing big data at scale and designing high-quality digital products as well as being agile and capable of handling constant changes in the market. This runs somewhat contrary to the AECO industry, which generates an abundance of multidisciplinary data and faces numerous design challenges but is not as prone to agile management. The entire methodology for designing and delivering projects has historically been oriented toward getting all requirements defined and specified in advance. In that context, change of the workflow in AECO is often seen as an exception. Not only this is far from the paradigm or principles of today's business technologies, but today's enterprises are characterized by an opposing set of values. Latest software engineering methodologies, like DevOps and its design incarnation - DesignOps were created solely to tackle those issues in the IT industry. This paperwill present how those methodologies could be successfully implemented in the AECO industry and increase the efficiency of existing design pipelines. We demonstrate a prototype of a software platform, an entire automated ecosystem where design operations are made in the cloud by a collection of automatic or semi-automatic microservices and where data flows seamlessly between various disciplines. The system leverages the potential of distributed computing, performance-driven design, evolutionary optimization, big data, and modern web design.",DesignOps; DevOps; Cloud computing; Performance design; Optimization; High performance computing,"Kosicki, M; Tsiliakos, M; ElAshry, K; Borgstrom, O; Rod, A; Tarabishy, S; Nguyen, C; Davis, A; Tsigkari, M",,2023.0,TOWARDS RADICAL REGENERATION,SPRINGER INTERNATIONAL PUBLISHING AG,,10.1007/978-3-031-13249-0_6,20230520-160000,20230521-044735
,wos,manufacturing and Industry 4.0 combinative application: Practices and perceived benefits,"This paper investigates the industry practices regarding the combinative use of Industry 4.0 and lean tools in the manufacturing sector. Following review of the literature, a questionnaire survey was distributed among manufacturing professionals in organizations which have already adopted Industry 4.0 technology and lean manufacturing, with the aim to highlight the popular combinations of tools as seen in manufacturing practice and capture the perceived level of their contribution to operational performance. The survey results show that Real time data, IoT for data exchange, big data analytics, Cyber Physical Systems (CPS), predictive algorithms and robots are among the most popular 14.0 applications used to support lean attributes like continuous flow, Kanban, standardised work, TPM and continuous improvement. It also emerges that although the beneficial impact of lean production across the respondents' organizations is widely accepted, the perceived impact of Industry 4.0 tools is not as clear. Copyright (C) 2021 The Authors.",Lean production; Industry 4.0; production management; information technology; decision making,"Marinelli, M; Deshmukh, AA; Janardhanan, M; Nielsen, I",RLUK- Research Libraries UK; University of Leicester; Aalborg University,2021.0,IFAC PAPERSONLINE,ELSEVIER,,10.1016/j.ifacol.2021.08.034,20230520-160000,20230521-044735
,wos,IoT Agile Framework Enhancement,"Internet of Things (IoT) is considered as a trend nowadays. Devices connected to the internet interact with surrounding; this poses strong challenges in handling big data with a certain level of security. In this paper IoT devices will be divided in to two categories high vulnerability devices and low vulnerability devices. The classification depends on the ease of attacks. In order to ensure the security of IoT devices, an agile approach is used to secure high vulnerability devices as first step and then low vulnerability devices by applying encryption algorithms.",Internet of Things; Agile approach; Encryption algorithms,"Gabr, B; Azer, MA",Egyptian Knowledge Bank (EKB); Nile University; Egyptian Knowledge Bank (EKB); Nile University,2018.0,2018 1ST INTERNATIONAL CONFERENCE ON COMPUTER APPLICATIONS & INFORMATION SECURITY (ICCAIS' 2018),IEEE,,,20230520-160000,20230521-044735
,wos,Understanding how the Ad Hoc use of Big Data Analytics Impacts Agility: A Sensemaking-based Model,"As business environments become increasingly complex and turbulent, organizations are required to be more agile. Use of big data analytics (BDA) can be a differentiator for organizations seeking to improve agility to quickly sense and respond to novel and complex events. Usage of BDA comprises two types: the routine use and the ad hoc use. The latter is more associated with the unplanned analysis of big data to understand unexpected events, and its effects have not been studied in distinction to the former in the analytics literature. We draw on sensemaking, the organizational theory of the process of understanding novel and complex events, to investigate how the ad hoc use of BDA improves agility of organizations. Analysis of a survey of 107 business executives and senior managers demonstrated the positive effects of the ad hoc use of BDA on agility, through mediation by sensemaking.",big data; analytics; ad hoc use; sensemaking; agility,"Hosoya, R; Kamioka, T",Hitotsubashi University; Hitotsubashi University,2018.0,"2018 INTERNATIONAL CONFERENCE ON ADVANCES IN BIG DATA, COMPUTING AND DATA COMMUNICATION SYSTEMS (ICABCD)",IEEE,,,20230520-160000,20230521-044735
,wos,Modelling the relationship of digital technologies with lean and agile strategies,"As the world becomes globalised, companies fight for survival by connecting their in-house processes with external suppliers/customers. To remain competitive, companies must integrate innovative capabilities like 'industry-4.0 technologies' with their operation and supply chain (SC) strategies. The integration of various strategies has been investigated with the associated effect on performance; however, studies on how industry 4.0 technologies might support integrated strategies are still incipient. This work investigates the hierarchical relationships of 'industry 4.0 technologies' with lean and agile strategies. Adopting the 'Interpretive Structural Modelling (ISM)' technique to present a model depicting the linkage, the work also classifies the technologies and practices according to their 'driving' and 'dependency' powers. The findings revealed that the technologies have a high affinity to enable the implementation of lean and agile strategies. Among the nine technologies included in the study, 'Cyber-Physical-System', 'Internet-of-Things', 'Cloud-Computing', and 'Big-Data-Analytics' have the highest driving powers, signifying their higher affinity with the practices. Meanwhile, all the practices have a high enough affinity to be influenced by the technologies, except for a few (3/16 of lean and 2/9 of agile) that possess affinities too low to be driven by these technologies. The theoretical and managerial impacts of the research are also emphasised.",Lean SCM; agile SCM; digital technologies; interpretive structural modelling; industry 4; 0,"Raji, IO; Shevtshenko, E; Rossi, T; Strozzi, F",Universita Carlo Cattaneo - Liuc,2021.0,SUPPLY CHAIN FORUM,TAYLOR & FRANCIS LTD,,10.1080/16258312.2021.1925583,20230520-160000,20230521-044735
,wos,Exploring the Digital Transformation Based on Big Data with Ubiquitous Internet of Everything,"Digital technologies present both game-changing opportunities for and existential threats to companies. Digital services in consumer-facing organizations offer novelty value propositions, closer consumer relationships and higher automation of consumer-facing processes. Facing big digital data streams generated by ubiquitous Internet of Everything(IoE) and savvy customers with mobile computing and social media, this paper focuses on digital transformation journeys seeking digital capabilities and digital leadership to upgrade organizational performance, one is discovering big data value, the other is dual methods with agile. The finding provides practical implications that can help guide practitioners in digital transformation.",Internet of Everything(IoE); big data; analytics capabilities,"Wang, XX",Beijing Jiaotong University,2020.0,PROCEEDINGS OF NINETEENTH WUHAN INTERNATIONAL CONFERENCE ON E-BUSINESS,UNIV CALGARY PRESS,,,20230520-160000,20230521-044735
,wos,An Overview of Fashion Business Models in Big Data Environment,"The competitive pressure in the fashion industry not only exist between companies, they also exist between the networks of linked partners (known as supply chains). Consumers' needs are changing faster than ever before. Textile and garment manufactures are forced to lower the production costs and increase the efficiency so that they can respond quickly when there is a new trend in the market. Big data (BD) has been a hot topic for the last decade; this concept is mainly about extracting valuable information from voluminous data. In the fashion business, big data is playing a more and more important role in trend forecasting, consumer behavior studying etc. This paper reviews the history of conducting business in different developing stages of information technology. The basic garment supply chain in the traditional business era and in e-business era, as well as the development in fashion industry has been critically viewed.",Fast Fashion; Supply Chain Management; Agile; Fashion Management; Fashion Big Data,"Wang, YY; Li, Y; Perry, P; Liu, ZC",N8 Research Partnership; RLUK- Research Libraries UK; University of Manchester,2018.0,"TEXTILE BIOENGINEERING AND INFORMATICS SYMPOSIUM (TBIS) PROCEEDINGS, 2018",TEXTILE BIOENGINEERING & INFORMATICS SOCIETY LTD,,,20230520-160000,20230521-044735
,wos,"Work-in-progress: Data Science Challenge-X: self-directed, competence-based, project-based learning","We discuss in this paper the implementation of a project-based self-direct learning competency-based project module in our Bachelor Data Science programme. The goal of the course is to integrate in a later stage all project modules, which are now divided in two: one with and one without external industry partners, treating different aspects of data science with a pre-defined goal and clear objectives for the project. Switching for a competency-based learner-based paradigm with agile aspects and intrinsic focus, we define the core project goals as secondary and develop core data science competences which are acquired by the students and reflected in a learning journal.",project-based learning; intrinsic motivation; self-directed learning,"Benites, F; Schlatter, M; Messerli, M; Custer, R",FHNW University of Applied Sciences & Arts Northwestern Switzerland,2022.0,PROCEEDINGS OF THE 2022 IEEE GLOBAL ENGINEERING EDUCATION CONFERENCE (EDUCON 2022),IEEE,,10.1109/EDUCON52537.2022.9766710,20230520-160000,20230521-044735
,wos,Advanced Customer Analytics: Strategic Value Through Integration of Relationship-Oriented Big Data,"As more firms adopt big data analytics to better understand their customers and differentiate their offerings from competitors, it becomes increasingly difficult to generate strategic value from isolated and unfocused ad hoc initiatives. To attain sustainable competitive advantage from big data, firms must achieve agility in combining rich data across the organization to deploy analytics that sense and respond to customers in a dynamic environment. A key challenge in achieving this agility lies in the identification, collection, and integration of data across functional silos both within and outside the organization. Because it is infeasible to systematically integrate all available data, managers need guidance in finding which data can provide valuable and actionable insights about customers. Leveraging relationship marketing theory, we develop a framework for identifying and evaluating various sources of big data in order to create a value-justified data infrastructure that enables focused and agile deployment of advanced customer analytics. Such analytics move beyond siloed transactional customer analytics approaches of the past and incorporate a variety of rich, relationship-oriented constructs to provide actionable and valuable insights. We develop a customized kernel-based learning method to take advantage of these rich constructs and instantiate the framework in a novel prototype system that accurately predicts a variety of customer behaviors in a challenging environment, demonstrating the framework's ability to drive significant value.",big data; customer acquisition; customer analytics; customer expansion; data integration; data management; design science; IT strategic value; relationship marketing; customer retention,"Kitchens, B; Dobolyi, D; Li, JJ; Abbasi, A",University of Virginia; University of Virginia; University of Virginia,2018.0,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",,10.1080/07421222.2018.1451957,20230520-160000,20230521-044735
,wos,Why we need a small data paradigm,"BackgroundThere is great interest in and excitement about the concept of personalized or precision medicine and, in particular, advancing this vision via various big data' efforts. While these methods are necessary, they are insufficient to achieve the full personalized medicine promise. A rigorous, complementary small data' paradigm that can function both autonomously from and in collaboration with big data is also needed. By small data' we build on Estrin's formulation and refer to the rigorous use of data by and for a specific N-of-1 unit (i.e., a single person, clinic, hospital, healthcare system, community, city, etc.) to facilitate improved individual-level description, prediction and, ultimately, control for that specific unit.Main bodyThe purpose of this piece is to articulate why a small data paradigm is needed and is valuable in itself, and to provide initial directions for future work that can advance study designs and data analytic techniques for a small data approach to precision health. Scientifically, the central value of a small data approach is that it can uniquely manage complex, dynamic, multi-causal, idiosyncratically manifesting phenomena, such as chronic diseases, in comparison to big data. Beyond this, a small data approach better aligns the goals of science and practice, which can result in more rapid agile learning with less data. There is also, feasibly, a unique pathway towards transportable knowledge from a small data approach, which is complementary to a big data approach. Future work should (1) further refine appropriate methods for a small data approach; (2) advance strategies for better integrating a small data approach into real-world practices; and (3) advance ways of actively integrating the strengths and limitations from both small and big data approaches into a unified scientific knowledge base that is linked via a robust science of causality.ConclusionSmall data is valuable in its own right. That said, small and big data paradigms can and should be combined via a foundational science of causality. With these approaches combined, the vision of precision health can be achieved.",Precision medicine; Personalized medicine; Precision health; Small data; Artificial intelligence; Data science,"Hekler, EB; Klasnja, P; Chevance, G; Golaszewski, NM; Lewis, D; Sim, I",University of California System; University of California San Diego; University of California System; University of California San Diego; University of Michigan System; University of Michigan; University of California System; University of California San Francisco,2019.0,BMC MEDICINE,BMC,,10.1186/s12916-019-1366-x,20230520-160000,20230521-044735
,wos,Hacking marketing: how do firms develop marketers' expertise and practices in a digital era?,"PurposeDigital technologies, digitalised consumers and the torrent of customer data have been transforming marketing practice. In discussing such trends, existing research has either focussed on the skills marketers need or broad-based approaches such as agile methods but has given less consideration to just how such skills or approaches might be developed and used in marketers' day-to-day activities and in the organisation of marketing in the firm. This is what the authors address in this paper.Design/methodology/approachThis paper adopts an in-depth case study approach to examine an exemplary digital enterprise in transformation of their digital marketing. The insights were gathered from 25 interviews, netnography and document analysis of the case organisation in addition to 10 interviews with independent experts.FindingsDrawing on practice-oriented approach, the authors show how organisations respond to the emerging trends of digital consumers and big data by taking a 'hacking marketing' approach and developing novel marketing expertise at disciplinary boundaries. The authors put forward three sets of practices that enable and shape the hacking marketing approach. These include spanning the expertise boundary, making value measurable and experimenting through which their adaptive, iterative and multidisciplinary work occurs. This explains how managing digital consumers and big data is not within the realm of information technology (IT) functions but marketing and how marketing professionals are changing their practice and moving their disciplinary boundaries.Practical implicationsThis study offers practical contributions for firms in terms of identifying new work practices and expertise that marketing specialists need in managing digital platforms, digitalised consumers and big data. This study's results show that enterprises need to design and implement strong training programmes to prepare their marketing workforce in adopting experimentations of agile approach and data-driven decision making. In addition, Marketing education should be changed so that programmes consider a review of their courses and include the novel marketing models and approaches into their curriculum.Originality/valueThis study contributes to the nascent discussions by unpacking how enterprises can develop new marketing expertise and practices beyond skillsets and how such practices form new hacking marketing approach which addresses the problem of the inability of the conventional marketing approach to show its value within the firm.",Digitalised consumers; Practice; Expertise; Digital marketing; Digital organisation; Occupations; Hacking,"Hafezieh, N; Pollock, N; Ryan, A",RLUK- Research Libraries UK; University of London; Royal Holloway University London; RLUK- Research Libraries UK; University of Edinburgh; University of Limerick,2023.0,JOURNAL OF ENTERPRISE INFORMATION MANAGEMENT,EMERALD GROUP PUBLISHING LTD,,10.1108/JEIM-12-2021-0530,20230520-160000,20230521-044735
,wos,Automotive Big Data Pipeline: Disaggregated Hyper-Converged Infrastructure vs Hyper-Converged Infrastructure,"Big data disrupts everything it touches, but automotive is probably one of the top industries that enjoy and leverage the benefits. The Automotive Big Data Pipeline (ABDP) is a big data pipeline base on the automotive use case and is required to scale up agile and high performance in real-time or in batch. Nonetheless, there're many alternative infrastructure designs but lack of knowledge, which fits the best for the automotive domain. It leads this paper into a question: What kinds of infrastructure design could provide better performance for the ABDP? In this paper, we introduce two well-known infrastructure designs called Hyper-Converged infrastructure (HCI) and Disaggregated Hyper-Converged infrastructure (DHCI). HCI combines standard data center hardware using locally attached storage resources to create fast, common building blocks. However, does single standard hardware fit all the requirements? DHCI scale independently from compute and storage provides an option. It provides a more cost-efficient and flexible solution; however, there is no comparison from the performance point of view. Therefore, to address it, our objective is to conduct an empirical performance comparison to see which one performs better. The experiment result shows that DHCI performs almost the same as HCI on CPU utilization, memory, and network consumption. However, regarding storage and running time metrics, DHCI performs slightly higher storage throughput, IOPs, and less running time than HCI.",,"Wang, C; Kim, B",,2020.0,2020 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),IEEE,,10.1109/BigData50022.2020.9378045,20230520-160000,20230521-044735
,wos,Towards Microservice Identification Approaches for Architecting Data Science Workflows,"In order to support fast development cycles and deploying software components in productive environments, there are three crucial trends in data science. These are agile process models, development of many technologies and increasing usage of cloud platforms. Therefore, effective architectures are needed to support this trend in data science context. This paper explores and evaluates first approaches for, why and how microservice architecture style can support fast development cycles for data science workflows. Microservices are becoming a popular architectural style for designing modern applications due to several advantages like scalability, reliability and maintainability. First, this paper points out the research gap on why microservices could be a suitable way to design data science workflows. Second, it defines relevant research questions for future research that addresses challenges of the microservice architectural style in the data science context. An essential prerequisite for this architecture style is to identify the right context of a microservice for data science workflows. (C) 2021 The Authors. Published by Elsevier B.V.",Microservice; Microservice Identification; Data Science Workflows; Software Architecture,"Schroer, C",Volkswagen; Carl von Ossietzky Universitat Oldenburg,2021.0,INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS / INTERNATIONAL CONFERENCE ON PROJECT MANAGEMENT / INTERNATIONAL CONFERENCE ON HEALTH AND SOCIAL CARE INFORMATION SYSTEMS AND TECHNOLOGIES 2020 (CENTERIS/PROJMAN/HCIST 2020),ELSEVIER SCIENCE BV,,10.1016/j.procs.2021.01.198,20230520-160000,20230521-044735
,wos,A Methodology to Manage Structured and Semi-structured Data in Knowledge Oriented Graph,"Data has become fundamental to every business process and research area like never before. To date, one of the main open points of research activities is to manage the data acquired in the field by sensors, logs etc. by modeling the data structures according to the analyzes that will be carried out. In fact, with the advent of Big Data, the need to have a single reference data structure has been reduced, but with modern architectures there is a tendency to generate specific and optimized data structures for the analyzes that will be carried out. In this work we propose an agile data modeling methodology guided by analytics focused on the management of structured and semi-structured data sources.",Events graphs; Graph rewriting; Data management,"Bellandi, V; Ceravolo, P; D'Andrea, GA; Maghool, S; Siccardi, S",University of Milan,2022.0,"ENGINEERING APPLICATIONS OF NEURAL NETWORKS, EAAAI/EANN 2022",SPRINGER INTERNATIONAL PUBLISHING AG,,10.1007/978-3-031-08223-8_18,20230520-160000,20230521-044735
,wos,Importance of Project Management in Business Analytics: Academia and Real World,"Project management constitutes a powerful lever as organizations face increasing pressure to manage projects to budget, on time, and deliver more insights, in less time and with rapidly increasing amounts of data. This is critical especially in business analytics, with more than75% of organizations planning big data investments over the next several years. But the manipulation of massive amounts of data presents challenges - budgetary, time constraints, execution, proper manager skillsets, and such like. These challenges have cramped recent project rollouts, as only 37% of organizations have deployed big data projects in the past year; this suggests that filling the gap between data and insight remains a substantial hurdle as well as evolving need of project management for such projects. This chapter offers real-world examples of how project management professionals tackle big data challenges in a rapidly evolving, data-rich environment. Simultaneously, it establishes a bridge between business and academia as they both recognize the joint necessity to develop highly trained project managers to utilize the powerful and cutting edge analytical tools available to create value.",Analytics; Project management; Business analytics; Data science; Business intelligence; Agile methods,"Shah, S; Gochtovtt, A; Baldini, G",Drexel University,2019.0,ALIGNING BUSINESS STRATEGIES AND ANALYTICS: BRIDGING BETWEEN THEORY AND PRACTICE,SPRINGER INTERNATIONAL PUBLISHING AG,,10.1007/978-3-319-93299-6_6,20230520-160000,20230521-044735
,wos,Machine Learning-based Estimation of Story Points in Agile Development: Industrial Experience and Lessons Learned,"Estimating story points is an important activity in agile software engineering. Story-point estimation enables software development teams to, among other things, better scope products, prioritize requirements, allocate resources and measure progress. Several machine learning techniques have been proposed for automated story-point estimation. However, most of these techniques use open-source projects for evaluation. There are important differences between open-source and commercial projects with respect to story authoring. The goal of this paper is to evaluate a state-of-the-art machine learning technique, known as Deep-SE [3], for estimating story points in a commercial project. Our dataset is comprised of 4,727 stories for a data anonymization product developed by a 27-member agile team at a healthcare data science company, IQVIA. Over this dataset, Deep-SE achieved a mean absolute error of 1.46, significantly better than three different baselines. Model performance nonetheless varied across stories, with the estimation error being larger for stories that had higher points. Our results further indicate that model performance is correlated with certain story characteristics such as the level of detail and the frequency of vague terms in the stories. An important take-away from our study is that, before organizations attempt to introduce machine learning-based estimation into agile development, they need to better embrace agile best practices, particularly in relation to story authoring and expert-based estimation.",Agile Development; Story-point Estimation; Machine Learning,"Abadeer, M; Sabetzadeh, M",University of Ottawa,2021.0,29TH IEEE INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE WORKSHOPS (REW 2021),IEEE COMPUTER SOC,,10.1109/REW53955.2021.00022,20230520-160000,20230521-044735
,wos,Interdisciplinarity in Data Science Pedagogy: A Foundational Design,"Data science is an interdisciplinary field that generates insights in data to aid decision-making. Recognizing that data scientists must be interdisciplinary, agile, and able to adapt to data analysis across many domains, both academia and the industry are striving to integrate interdisciplinary learning and transferable skills into data science curriculum. This paper introduces an interdisciplinary approach to teaching the foundations of data science. We evaluate two different interdisciplinary formats. The first format considers collaborative efforts among instructors with different academic disciplines. The second involves a sole instructor that discusses data science concepts from different disciplines and related to business processes, computer science, and programming. We demonstrate that interdisciplinarity ensures favorable learning experiences and produces high learning outcomes. We also show that our course design maintains and promotes interdisciplinarity even in situations where logistical constraints would not support the use of multiple instructors to deliver one course.",Data science; interdisciplinarity; pedagogy; analytics; curriculum design,"Asamoah, DA; Doran, D; Schiller, S",University System of Ohio; Wright State University Dayton,2020.0,JOURNAL OF COMPUTER INFORMATION SYSTEMS,TAYLOR & FRANCIS INC,,10.1080/08874417.2018.1496803,20230520-160000,20230521-044735
